2008,09,19,96901.0
2008,09,22,98265.0
2008,09,23,98316.0
2008,09,24,98365.0
2008,09,25,98409.0
2008,09,26,98395.0
2008,09,29,98199.0
2008,09,30,98835.0
2008,10,01,98846.0
2008,10,02,98772.0
2008,10,03,99161.0
2008,10,06,98807.0
2008,10,07,99055.0
2008,10,08,98878.0
2008,10,09,98261.0
2008,10,10,98553.0
2008,10,13,99832.0
2008,10,14,101323.0
2008,10,15,100201.0
2008,10,16,101186.0
2008,10,17,101169.0
2008,10,20,101285.0
2008,10,21,100896.0
2008,10,22,100144.0
2008,10,23,99660.0
2008,10,24,99470.0
2008,10,27,99233.0
2008,10,28,99902.0
2008,10,29,100346.0
2008,10,30,100702.0
2008,10,31,101006.0
2008,11,03,101059.0
2008,11,04,101134.0
2008,11,05,100981.0
2008,11,06,100892.0
2008,11,07,101205.0
2008,11,10,100886.0
2008,11,11,100191.0
2008,11,12,99432.0
2008,11,13,100418.0
2008,11,14,99745.0
2008,11,17,99340.0
2008,11,18,99152.0
2008,11,19,97992.0
2008,11,20,95128.0
2008,11,21,95405.0
2008,11,24,99738.0
2008,11,25,100566.0
2008,11,26,102502.0
2008,11,28,102917.0
2008,12,01,102712.0
2008,12,02,104165.0
2008,12,03,105249.0
2008,12,04,104697.0
2008,12,05,106336.0
2008,12,08,107994.0
2008,12,09,107837.0
2008,12,10,107908.0
2008,12,11,107601.0
2008,12,12,107709.0
2008,12,15,107580.0
2008,12,16,108141.0
2008,12,17,108114.0
2008,12,18,107739.0
2008,12,19,107794.0
2008,12,22,107710.0
2008,12,23,107454.0
2008,12,24,107708.0
2008,12,26,107665.0
2008,12,29,107474.0
2008,12,30,107802.0
2008,12,31,107890.0
2009,01,02,107905.0
2009,01,05,107873.0
2009,01,06,107941.0
2009,01,07,107941.0
2009,01,08,107957.0
2009,01,09,107823.0
2009,01,12,106480.0
2009,01,13,106886.0
2009,01,14,104901.0
2009,01,15,103957.0
2009,01,16,103888.0
2009,01,20,102707.0
2009,01,21,103479.0
2009,01,22,102992.0
2009,01,23,103170.0
2009,01,26,103325.0
2009,01,27,103711.0
2009,01,28,104005.0
2009,01,29,103447.0
2009,01,30,103072.0
2009,02,02,102971.0
2009,02,03,103068.0
2009,02,04,102896.0
2009,02,05,103124.0
2009,02,06,103410.0
2009,02,09,103584.0
2009,02,10,103209.0
2009,02,11,103407.0
2009,02,12,103424.0
2009,02,13,103293.0
2009,02,17,102877.0
2009,02,18,102906.0
2009,02,19,102528.0
2009,02,20,102613.0
2009,02,23,102388.0
2009,02,24,103131.0
2009,02,25,103120.0
2009,02,26,103388.0
2009,02,27,103081.0
2009,03,02,102798.0
2009,03,03,102584.0
2009,03,04,102957.0
2009,03,05,102044.0
2009,03,06,101882.0
2009,03,09,101608.0
2009,03,10,103064.0
2009,03,11,103241.0
2009,03,12,103892.0
2009,03,13,103989.0
2009,03,16,104021.0
2009,03,17,104169.0
2009,03,18,104372.0
2009,03,19,104311.0
2009,03,20,104016.0
2009,03,23,104635.0
2009,03,24,104528.0
2009,03,25,104708.0
2009,03,26,105013.0
2009,03,27,104894.0
2009,03,30,104450.0
2009,03,31,104903.0
2009,04,01,105034.0
2009,04,02,105433.0
2009,04,03,105788.0
2009,04,06,105763.0
2009,04,07,105702.0
2009,04,08,106149.0
2009,04,09,106790.0
2009,04,13,106882.0
2009,04,14,106564.0
2009,04,15,106982.0
2009,04,16,107213.0
2009,04,17,107386.0
2009,04,20,106884.0
2009,04,21,107168.0
2009,04,22,107189.0
2009,04,23,107140.0
2009,04,24,107358.0
2009,04,27,107090.0
2009,04,28,107001.0
2009,04,29,107308.0
2009,04,30,107536.0
2009,05,01,107558.0
2009,05,04,108129.0
2009,05,05,108142.0
2009,05,06,108254.0
2009,05,07,108137.0
2009,05,08,108236.0
2009,05,11,108052.0
2009,05,12,107712.0
2009,05,13,107403.0
2009,05,14,107612.0
2009,05,15,107506.0
2009,05,18,107909.0
2009,05,19,107920.0
2009,05,20,107885.0
2009,05,21,107811.0
2009,05,22,107775.0
2009,05,26,107910.0
2009,05,27,107736.0
2009,05,28,107776.0
2009,05,29,108011.0
2009,06,01,108260.0
2009,06,02,108229.0
2009,06,03,108098.0
2009,06,04,108206.0
2009,06,05,108213.0
2009,06,08,108188.0
2009,06,09,108185.0
2009,06,10,108164.0
2009,06,11,108171.0
2009,06,12,108167.0
2009,06,15,108151.0
2009,06,16,108138.0
2009,06,17,108128.0
2009,06,18,108125.0
2009,06,19,108085.0
2009,06,22,107901.0
2009,06,23,107922.0
2009,06,24,107991.0
2009,06,25,108039.0
2009,06,26,108029.0
2009,06,29,108058.0
2009,06,30,108058.0
2009,07,01,108045.0
2009,07,02,107947.0
2009,07,06,107892.0
2009,07,07,107786.0
2009,07,08,107653.0
2009,07,09,107722.0
2009,07,10,107679.0
2009,07,13,107709.0
2009,07,14,107729.0
2009,07,15,107729.0
2009,07,16,107729.0
2009,07,17,107729.0
2009,07,20,107729.0
2009,07,21,107729.0
2009,07,22,107774.0
2009,07,23,108027.0
2009,07,24,108121.0
2009,07,27,108133.0
2009,07,28,108134.0
2009,07,29,108109.0
2009,07,30,108154.0
2009,07,31,108133.0
2009,08,03,108151.0
2009,08,04,108179.0
2009,08,05,108256.0
2009,08,06,108288.0
2009,08,07,108337.0
2009,08,10,108337.0
2009,08,11,108337.0
2009,08,12,108374.0
2009,08,13,108451.0
2009,08,14,108456.0
2009,08,17,108335.0
2009,08,18,108473.0
2009,08,19,108493.0
2009,08,20,108536.0
2009,08,21,108620.0
2009,08,24,108579.0
2009,08,25,108571.0
2009,08,26,108597.0
2009,08,27,108589.0
2009,08,28,108594.0
2009,08,31,108594.0
2009,09,01,108573.0
2009,09,02,108545.0
2009,09,03,108599.0
2009,09,04,108671.0
2009,09,08,108715.0
2009,09,09,108726.0
2009,09,10,108768.0
2009,09,11,108764.0
2009,09,14,108767.0
2009,09,15,108779.0
2009,09,16,108779.0
2009,09,17,108779.0
2009,09,18,108785.0
2009,09,21,108827.0
2009,09,22,108995.0
2009,09,23,108934.0
2009,09,24,108837.0
2009,09,25,108814.0
2009,09,28,108946.0
2009,09,29,109013.0
2009,09,30,109002.0
2009,10,01,108906.0
2009,10,02,108853.0
2009,10,05,108961.0
2009,10,06,108997.0
2009,10,07,109019.0
2009,10,08,109035.0
2009,10,09,109017.0
2009,10,12,109006.0
2009,10,13,109002.0
2009,10,14,109105.0
2009,10,15,109075.0
2009,10,16,109059.0
2009,10,19,109009.0
2009,10,20,108928.0
2009,10,21,108793.0
2009,10,22,108873.0
2009,10,23,108849.0
2009,10,26,108730.0
2009,10,27,108625.0
2009,10,28,108546.0
2009,10,29,108757.0
2009,10,30,108545.0
2009,11,02,108535.0
2009,11,03,108567.0
2009,11,04,108558.0
2009,11,05,108624.0
2009,11,06,108623.0
2009,11,09,108634.0
2009,11,10,108634.0
2009,11,11,108634.0
2009,11,12,108634.0
2009,11,13,108634.0
2009,11,16,108634.0
2009,11,17,108634.0
2009,11,18,108635.0
2009,11,19,108626.0
2009,11,20,108631.0
2009,11,23,108628.0
2009,11,24,108604.0
2009,11,25,108636.0
2009,11,27,108584.0
2009,11,30,108632.0
2009,12,01,108693.0
2009,12,02,108714.0
2009,12,03,108779.0
2009,12,04,108770.0
2009,12,07,108772.0
2009,12,08,108772.0
2009,12,09,108772.0
2009,12,10,108772.0
2009,12,11,108772.0
2009,12,14,108772.0
2009,12,15,108772.0
2009,12,16,108772.0
2009,12,17,108749.0
2009,12,18,108739.0
2009,12,21,108760.0
2009,12,22,108759.0
2009,12,23,108782.0
2009,12,24,108782.0
2009,12,28,108779.0
2009,12,29,108786.0
2009,12,30,108753.0
