2008,01,16,100000.0
2008,01,17,99797.0
2008,01,18,99840.0
2008,01,22,99877.0
2008,01,23,100580.0
2008,01,24,100407.0
2008,01,25,100614.0
2008,01,28,100840.0
2008,01,29,100882.0
2008,01,30,100874.0
2008,01,31,100874.0
2008,02,01,100874.0
2008,02,04,100874.0
2008,02,05,100874.0
2008,02,06,100858.0
2008,02,07,100837.0
2008,02,08,100708.0
2008,02,11,100849.0
2008,02,12,100896.0
2008,02,13,100999.0
2008,02,14,100977.0
2008,02,15,100973.0
2008,02,19,100973.0
2008,02,20,100973.0
2008,02,21,100973.0
2008,02,22,100973.0
2008,02,25,100973.0
2008,02,26,100973.0
2008,02,27,100973.0
2008,02,28,100973.0
2008,02,29,100973.0
2008,03,03,100973.0
2008,03,04,100963.0
2008,03,05,100997.0
2008,03,06,100890.0
2008,03,07,100943.0
2008,03,10,100723.0
2008,03,11,100752.0
2008,03,12,100743.0
2008,03,13,100678.0
2008,03,14,100640.0
2008,03,17,100524.0
2008,03,18,100642.0
2008,03,19,100569.0
2008,03,20,100649.0
2008,03,24,100631.0
2008,03,25,100651.0
2008,03,26,100612.0
2008,03,27,100607.0
2008,03,28,100578.0
2008,03,31,100547.0
2008,04,01,100591.0
2008,04,02,100601.0
2008,04,03,100621.0
2008,04,04,100621.0
2008,04,07,100621.0
2008,04,08,100629.0
2008,04,09,100598.0
2008,04,10,100631.0
2008,04,11,100575.0
2008,04,14,100587.0
2008,04,15,100663.0
2008,04,16,100673.0
2008,04,17,100657.0
2008,04,18,100664.0
2008,04,21,100659.0
2008,04,22,100682.0
2008,04,23,100652.0
2008,04,24,100687.0
2008,04,25,100688.0
2008,04,28,100706.0
2008,04,29,100706.0
2008,04,30,100706.0
2008,05,01,100706.0
2008,05,02,100706.0
2008,05,05,100706.0
2008,05,06,100706.0
2008,05,07,100706.0
2008,05,08,100708.0
2008,05,09,100709.0
2008,05,12,100731.0
2008,05,13,100734.0
2008,05,14,100731.0
2008,05,15,100731.0
2008,05,16,100731.0
2008,05,19,100733.0
2008,05,20,100726.0
2008,05,21,100712.0
2008,05,22,100711.0
2008,05,23,100710.0
2008,05,27,100715.0
2008,05,28,100717.0
2008,05,29,100704.0
2008,05,30,100753.0
2008,06,02,100678.0
2008,06,03,100652.0
2008,06,04,100549.0
2008,06,05,100593.0
2008,06,06,100476.0
2008,06,09,100465.0
2008,06,10,100465.0
2008,06,11,100465.0
2008,06,12,100459.0
2008,06,13,100502.0
2008,06,16,100567.0
2008,06,17,100491.0
2008,06,18,100366.0
2008,06,19,100402.0
2008,06,20,100389.0
2008,06,23,100321.0
2008,06,24,100278.0
2008,06,25,100310.0
2008,06,26,100215.0
2008,06,27,100086.0
2008,06,30,99964.0
2008,07,01,99986.0
2008,07,02,99977.0
2008,07,03,100012.0
2008,07,07,99931.0
2008,07,08,100253.0
2008,07,09,100086.0
2008,07,10,99830.0
2008,07,11,99628.0
2008,07,14,99219.0
2008,07,15,99219.0
2008,07,16,99702.0
2008,07,17,100078.0
2008,07,18,100183.0
2008,07,21,100167.0
2008,07,22,100441.0
2008,07,23,100416.0
2008,07,24,100354.0
2008,07,25,100265.0
2008,07,28,100078.0
2008,07,29,100324.0
2008,07,30,100362.0
2008,07,31,100341.0
2008,08,01,100332.0
2008,08,04,100335.0
2008,08,05,100348.0
2008,08,06,100362.0
2008,08,07,100312.0
2008,08,08,100407.0
2008,08,11,100474.0
2008,08,12,100389.0
2008,08,13,100335.0
2008,08,14,100504.0
2008,08,15,100515.0
2008,08,18,100476.0
2008,08,19,100381.0
2008,08,20,100232.0
2008,08,21,100270.0
2008,08,22,100412.0
2008,08,25,100338.0
2008,08,26,100346.0
2008,08,27,100389.0
2008,08,28,100419.0
2008,08,29,100419.0
2008,09,02,100475.0
2008,09,03,100442.0
2008,09,04,100326.0
2008,09,05,100488.0
2008,09,08,99263.0
2008,09,09,99328.0
2008,09,10,99278.0
2008,09,11,99303.0
2008,09,12,99254.0
2008,09,15,98751.0
2008,09,16,97062.0
2008,09,17,93966.0
2008,09,18,95200.0
